Unnamed: 0,口コミ,投稿日
314,友達との旅行で利用させてもらいましたが、まず充実したウェルカムサービスに驚き！チョコファウンテンや24時間コーヒー飲み放題、冬だったからか熱々の中華まんの食べ放題には特に満足しました。スタッフさんは外国の方が多い印象でしたが日本語も全く問題なく親切でした。足湯がぬるかったのと貸切露天風呂以外に露天風呂が無かったのを除けば、大変満足でした。また利用したいです。,2017/12/29
315,とても日本っぽいいい雰囲気の旅館でした、浴場も綺麗、ご飯も美味しかった。しかし旅館は20年前で成立したらしくて、暖房が少し使いづらいって感じがありました。部屋が広いけど、シャワー室がなくて、露天風呂の予約が遅かったから翌日の朝で使うしかできなかった。,2017/12/28
316,自分の誕生日に、主人が予約してくれました。予定していたチェックインの時間よりも早く着いてしまいましたが、快く迎えていただきゆっくり過ごす事ができました。対応していただいたスタッフさんは、外国の方でしたが、流暢な日本語で丁寧に説明していただきました。世話しなくスタッフさんが部屋に来る事も無かった為、夫婦二人水入らずの時間を過ごしながら、冷えた体を温める為、温泉にゆっくり浸かりました。美味しいご飯を頂いたあとに、サプライズケーキを出してもらいましたが、スタッフさんのタイミングが絶妙に良くただただ驚くばかりでした。かわいいケーキです！ただ残念だったのは、部屋付きのお風呂と足湯がぬるかった事、大浴場の備品が壊れていた事、部屋のエアコンの位置が良くなく、あまり部屋が暖かくなかった事ぐらいです。,2017/12/17
317,今回、駅からのアクセスが良い点と、プランの料金が安いのでこちらの宿にしました。マッサージチェアも使えて、部屋からは紅葉が見れて、コーヒーマシン飲み放題など、全体的には快適に過ごせて満足でした。強いて言うとチェックイン時に、プライベート重視の方針のためか部屋までの案内が無く分からないときに聞かなければならないのと、帰りの見送りが無かったのが少し寂しいかなと、思いました。食事のときのスタッフさんが、皆さん愛想良く対応してくれて好印象でした。また、機会があれば是非利用させて頂きたいと思います。,2017/11/17
319,温泉が大変気持ちよかったです。また、受付の女性の方の対応、笑顔が大変良くまた利用したいと思いました。,2017/11/4
320,突然箱根に行きたくなり、泊まることが多々。箱根ら年に３～６回来ます。チェックインギリギリの時間になってしまい、暗い中で急坂を右往左往。２回ほど電話をかけましたが、丁寧に対応してもらい嬉しかったです。足湯やアイスのサービスがあり、子どもは喜んでました。お風呂も大きくはないですが１箇所で2種類のお湯を楽しめる事はなかなかないので楽しかったです。朝ご飯の味噌汁の味噌を自分でブレンドするのは斬新でした。一回で使いきれない量の味噌が入っているので、衛生的に心配ですが。,2017/10/28
321,思い立って急遽温泉に行くことになり、当日に調べて予約したのですが、突然にもかかわらすとても親切に対応していただきとても安心できました。またスタッフの皆様もとても印象がよく子供にも話し掛けて頂き、また利用したい宿になりました。次回もよろしくおねがいします。,2017/10/21
322,やりたいことが、スムーズに予定通り行えてサービスもとても良かったです。朝食の焼き魚が少し固かったのが残念でしたが、又の機会があれば利用したいと思える宿でした。,2017/9/28
323,特に不満はなく快適に過ごせました対応も良くて満足です。部屋も広く、極力ルームサービスをなくしてプライベートを守るといった点も良かったかと思います,2017/9/27
324,1泊旅行で使用しました。駐車場は比較的近くにあり、分かりやすかったです。旅館のエントランスには和傘や縁台があり、私が想像している温泉街の旅館でした。お部屋も清潔感が合ってくつろげましたし、お食事も美味しく、また食事処が朝夕共に半個室で落ち着いた雰囲気でした。温泉も気持ちよかったのですが、大浴場にあるアメニティがそれぞれ小分けの袋に入ったブラシや綿棒・コットンなど最低限ある感じがして残念でした。それでも、サイズ・デザイン共に選べる可愛い浴衣に、温泉に行くのに便利なカゴバッグ、マッサージチェア、ロビーにはサービスのアイスキャンディやコーヒーなど細かい気遣いがあったので大満足です。スタッフさんの接客も丁寧でした。,2017/9/8
325,夏休みの旅行で利用させていただきました。朝も夜も食事が美味しく、大浴場と露天風呂も最高に気持ち良かったです。ロビーのウェルカムサービスもチョコファウンテン、コーヒー、アイスや今だけ限定のドリンク、ぜんざいなどとても充実していて楽しめました。スタッフの方も皆さん親切で丁寧な対応で良かったです。是非また伺います！,2017/8/28
326,彼氏のの誕生日旅行で利用しました。その日はかなりの雨で傘を差してても濡れるくらいでしたが玄関にタオルが置いてあり助かりました。フロント積極も外国人の方いましたがとても熱心にしてくれたので印象がよかったです。また無料サービスもあり、チョコフォンデュ、ドリンク、抹茶ぜんざい、アイス、マッサージチェア(これは使ってませんが)とても充実してました。このようなサービスの宿はここが初めてでとても嬉しかったです。浴衣の種類も多く、部屋も綺麗でした。お料理も朝、夕美味しかったですが夕食のときのコンロの火が弱かったのが少し気になりました、、、。その他は満足です。貸切露天風呂の湯も満足です。ツルツルになります。また是非利用したいと思います。,2017/8/19
328,恋人と利用させていただきました。まず、ロビーにはチョコレートマウンテンと缶ジュースの無料サービスがあり、24時間利用できるコーヒーマシーンとアイスキャンディー、さらに足湯まで。とてもわくわくしました。プランの特典で、夕食会場からお部屋に戻ると、立派なフルーツとケーキの盛り合わせが机に置いてあり、感動しました。ただ、Wi-Fiが使えませんでした。お部屋によってなのでしょうか。ロビーでは使えるけど、部屋に近づくと、、、。お部屋には、『Wi-Fi使えます』と宣伝したものが置いてあるのに。ショックでした。改善を希望します。,2017/8/15
329,夫婦旅行で使用させていただきました。入口からの雰囲気や美味しい朝食・夕食を堪能させていただきました。特に料理はおいしく、場合によっては板前さんが献立にない追加をして下さったりもするようで満足いくものでした。残念なところは、設備面なのでどうしようもないかもしれませんが上の階からの水の流れる音が結構はっきりと聞こえること。寝ている間に気になりました。部屋はきれいでした。あと、足湯がテラスにありますがお湯にごみが入っているような気がしたことです（２１時ごろでしたので十分な確認はしておらず、葉っぱ等入ってしまったのかもしれませんが）。,2017/7/31
330,とにかく朝食は美味しかったですねぇ…夕食もまずまずと言った感じです。貸切湯を利用させていただきましたが、いい湯加減で気持ちよく利用できました。館内の雰囲気はとても良かったと思います。一つだけ不満を挙げるとすれば、部屋のエアコンが効きすぎで寒すぎるくらいだったことです…壁の空調スイッチ？をオフにして夜を過ごしたのですがそれでも寒いのは？？個人差があるとはいえあまりにも寒いと感じました…同じく朝の昼食会場も寒い…とにかくそこは残念ですね…,2017/7/24
331,とてもゆっくり出来ました。フロントもレストランもスタッフの方の対応が良くとても親切でした。食事もとても美味しくお腹いっぱいになりました。貸切露天も最高で久しぶりにゆっくりくつろぐことが出来ました。今回は仕事の都合で1人で伺いましたが、今度は友人も誘って伺いたいと思います。,2017/7/13
332,急な予約でしたが他の口コミを見て予約しました。チェックインからチェックアウトまで、フロントのスタッフ、食事のスタッフ皆さん親切で好印象でした。料理もどれも美味しかったですが、冬瓜の煮物がバツグンでした。泉質も良く肌がツルツルです。是非また来たい宿です。,2017/7/13
333,交通:私達は、強羅駅から歩いて向かってしまったので、かなりの急な坂が続き汗だくになりました…無料送迎を利用することを強めに！お勧めします(*´艸｀*)料理:一品目にでてきたアンチョビソースが美味しすぎました。一品目が美味しいと全てにおいて好印象ですね。アンチョビソースや野菜は毛嫌いしてしまう旦那ですが、チーズクリームのような濃い味ソースに心惹かれたらしく、うまいうまい！と食べまくっていました！お刺身もお肉も絶品でした！！旅館に来た！って言う感じの和食が素敵で、スタッフさんのお気遣いがとても素晴らしかったです！ご飯はお代わりできました。残念だった点は、夜も朝も固形燃料が少なく…火が足りませんでした(´；ω；｀)席に着くや否や固形燃料の火を灯されてしまい、他の料理に目移りしてちょっと後回しにしてしまったので、野菜やお肉が生焼け状態に…鉄板物から食べることをお勧めします！夕食ではおかずを食べ終わった最後にお米が出てきます。おかずと一緒に食べたかった…(тωт。`)同じ思いの方は最初にご飯ください！と言ってしまっても良いと思います。お部屋、お風呂:ダブルの部屋にしましたが、思ったより広かったです！コップは多めで、お皿も置いてありました(*´艸｀*)お部屋風呂は2人で足を曲げてギリギリでしたが、貸切風呂は大きくて2人で足を伸ばして余裕で浸かれました！お風呂内に時計がないので、持ち込むのをオススメします(*´艸｀*)残念な点は、清潔面です。お部屋には空気清浄機がついていますが、座布団やタオル、冊子などに埃が溜まっており、私はクシャミが止まらなくなりました(´；ω；｀)ブラインドのようなカーテンを開け閉めしたり、お風呂上りのタオルを使用すると、埃が舞い散るのが目に見えてわかってしまい辛かったです…バスタオルは持参された方がいいかもしれません…座布団は使用できない程埃が…他が良いばかりにすごく残念でした(тωт。`)エントランスではアイス食べ放題！オセロ、将棋などが置いてありました。居座りました(*´艸｀*)基本的に素敵でした！,2017/7/9
334,サービスが良いお宿です。無料のチョコフォンデュ、アイスキャンデー、コーヒー、また記念写真も撮って下さいます。子供は大喜びでした。スタッフの方は気さくに話しかけて下さいます。娘がチョコフォンデュで汚れたらおしぼりを持って来て下さったり。私個人は又来たいお宿です。ただ、蚊がいます。部屋等対応はしてありますが…母と娘は蚊に刺されて大変でした。お子様がいる方は虫よけや、虫刺されの薬等持って行かれた方がよろしいかと思います。喫煙部屋も館内にあって、落ち着いてタバコが吸えるのも良かったです。全体的に良かったです。,2017/7/5
335,関東を離れる前にもう一度箱根旅行がしたいと思い2ヶ月前から楽しみにしていました。本当は別の旅館を予約していたのですが着いてからいろいろあり、当日キャンセルしたため急遽2年前に泊まったゆとりろ庵さんを思い出しお電話で相談させていただいた上で予約しました。【良かった点】・電話で予約の相談をした際も丁寧に親切に対応していただいた・着いてからもスタッフの方の対応が心地よかった・部屋の露天風呂に虫がいたが、早急に対処していただけた・ロビーのサービスが充実していた・夕飯がとってもおいしかった！・朝食の際、飛んでいた虫がお味噌汁に入ってしまったが早急に対応していただけた・チェックアウトの際、フロントの方もお見送りしてくださった方も朝食の際のことをご丁寧にお詫びしてくださった【残念だった点】・足湯がぬるく、虫も多かった・マッサージの予約をし、予約が確定したら折り返しますと言われたが折り返しが来ず、かけ直したら予約は確定していますと言われた・貸切露天風呂の温度が熱すぎて入れなかった・部屋のカーペット？が素足だと少し痛かった・部屋にあるコーヒーマシーンのコーヒーがおいしくなかった・部屋にあるバスタブのシャワーがお湯になるまで3分程かかり、温度調節が難しかった残念だった点ももちろんありましたが全体的には非常に快適で大満足です！何よりスタッフの対応が問題で前の宿をキャンセルしましたが、ゆとりろ庵のスタッフさんはどなたも対応がよくとても気持ちよく過ごせました。長くなってしまい、申し訳ございません。また機会がありましたら利用させていただきたいと思います。,2017/6/29
337,"祖父母を招待しての初めての旅行に箱根の旅館探していたところ、条件にぴったりだったこちらの旅館を予約・利用しました。到着後、最初に目にした門構えは写真通りの雰囲気あるたたずまいで心が躍りました。フロント前にはウェルカムサービスとしてチョコフォンデュ。到着時チェックイン待ちの方が数組いらっしゃいましたが、お陰様で待ち時間を楽しく美味しく過ごせました。そして、声を大にして伝えたい点が温泉の良さ！大浴場に""保湿保温に優れた美人の湯""との説明書きがあったのですが、まさにその通りでした。柔らかくもさらさらとしたお湯で、お肌は化粧水等のケア無しでも翌日までつるつるもちもち。広いお風呂ではありませんが大満足でした。お食事はしっかりめの味付けでした。量も質も文句なしです。ただ夕食時、お米はほとんどを食べ終えてからの提供でした。炊き込みご飯かなにかを想像していたのですが、白米ならばおかずの多いうちに頂きたかったと少し残念でした。掃除は館内隅々まできっちり！といった感じではありませんが…(お部屋の洗面台や大浴場の脱衣所に髪の毛が幾多も落ちていたりと気になる点もありました。)全体として、落ち着いた静かな空間でゆったりと過ごすことができ大満足でした。祖父母も素敵なところだったと喜んでいました。機会があればまた利用したいと思っています。ありがとうございました。",2017/6/14
338,子供たちの学校、幼稚園が休みだったので少し贅沢をして利用させてもらいました。チェックインのロビーにはウエルカムチョコレートフォンデュがあり初めてだったせいか、子供たちはテンション上がって食べ過ぎてました！コーヒーやアイスキャンディも自由に取れるのがいいですね。上階の露天風呂付和洋室ですが十分広く、ゆったりと過ごせました。部屋の内風呂は若干、空気が悪く利用はしませんでしたが、部屋の露天風呂は気持ちよく夜と朝の２度も入ってしまいました。４５分間の貸切露天風呂も家族４人で気持ちよく入れましたが、４人だと脱衣場が若干狭かったですが概ね満足です。食事は十分すぎるくらいのボリュームで、子供たちも満腹で食べきれず残してしまい申し訳なかったです。食事部屋はエアコンが効きすぎていたのか若干肌寒かったですが、スタッフの方達が温度の微調整をしていただき、笑顔で対応してもらいました。決して安くはありませんが、記念になる家族旅行でした。また、機会がありましたら遊びに行きたいと思います。,2017/6/11
339,接客、食事、清潔感等、申し分ありません。本当に素敵な宿に出会えました。露天風呂付き客室、とても良かったです。また泊まりに行きます。,2017/5/29
340,お料理も美味しく、貸切露天風呂も雰囲気あって良かったです。チョコレートフォンデュ食べたかったのですが、気づいた時には終わっていて、残念でした。廊下のマッサージチェアが、かなり最新のものなのか、マッサージ好きとしてはとても嬉しかったです…玄関や門など、写真撮るのに良いスポットがたくさんありました。本当は和洋室に泊まりたかったのですが、和室になってしまい、敷布団がもう少しふんわりしてると良いなぁーと思いました…また、利用させてもらいたいと思います ありがとうございました。,2017/5/4
341,夫の誕生日でこちらを利用させて頂きました。チェックアウトが12時のカップルプランを利用させてもらったので朝寝坊もでき大変のんびり過ごせました。また朝のお風呂が10時まで利用できたので朝食後に大浴場の利用もできとても良かったです。お食事の内容は可もなく不可もなく、普段のこしてしまうことがおおい私でも丁度良い量でした。満足です。ロビーにて自由に楽しめるチョコフォンデュやアイスキャンディー、コーヒーのサービスはとてもうれしかったです。１点残念な点は、フロントのスタッフが２名しかおらず１名は旅の相談につきっきりで実質１名しか稼働しておらずとても込み合ってました。チェックインの多い時間は人員を増やすなどしたら良いと思いました。また、臨時駐車場の案内看板がとても分かりづらく、結局分からずフロントへ伺ったらスタッフの方が他のお客様対応中のためとても待ちました。看板をもっとわかりやすく、さらには伺ったところ案内看板とは別の場所を案内されました。臨時駐車場とひとこと案内表示を出しておくと良いのではないかと思いました。,2017/4/26
342,初めての箱根､初めての彼との旅行で口コミも良くここに決めました。カップルプランで貸切露天風呂がありゆっくり入れて良かったです。ﾏｯｻｰｼﾞﾁｪｱが凄くハイテクで何気に一番気に入りました。強羅駅まで送迎バスがあるので楽でした。,2017/3/20
343,くねくねの山道をとおり思いっきりくだったところにあります。ロビーが広く、ゆったりできるソファーがいくつもあり、16:00チェックインでこの時期なのでほの暗くいい雰囲気です。ロビーにはウェルカムフードのチョコレートファウンテン、アイスやコーヒーはご自由に、将棋やオセロ、トランプなどが用意されています。雰囲気がいいのでカップルが多いのではと思っていたら案の定そこにいた5組のうち4組がカップルでした…全体的に赤と黒なイメージ。お部屋は露天風呂付きだったのですがあまり空も見えなくお星様がみえるかなと思っていたのでちょっと残念でした。大きなベッドがどんっとあってテレビがある感じなので広くはないですが2人でしたのでこのくらいで十分でした。夕食はちょうど春のお料理に切り替わった頃で、春のお野菜がたくさんでてきました。土の香りとか大好きですので、感じることができるお料理でとても良かったです。 人によっては感じ方が変わるかもしれませんが…バーニャカウダとても美味しかったです…朝食の焼き魚はちゃんとあたたかく、ご飯のお供も数種類あり非常に箸がすすみました。朝食夕食共にとても美味しかったです。大浴場は大きくないですが、掛け流しで、温泉成分が固形化したものなどあります。気持ちよかったです。独自のサービス…？接客だなとも感じました。一斉にチェックアウトする感じです。気のせいかな…？とても落ち着いていて丁寧で、あまり話しかけてきませんがおそらくそういった方針？なのだと思います。個人的には全く文句ありません。お話しするのも好きですが…！雰囲気もよく落ち着いていて、静かでサービスも良く、ご飯も美味しかったのでまた利用したいです。ありがとうございました。,2017/3/18
344,前回箱根旅行をした際とても気に入り今回、2回目も利用です。強羅駅まで着けば送迎車（要電話）があり、そこから3分程でゆとりろ庵に到着します。入り口のチェックインからとても丁寧な説明があり、ウェルカムパーティーならぬウェルカムチョコレートフォンデュがあり、マッシュルームや餅を楽しめます。貸切露天風呂や部屋の暖かさなど申し分なくとてもゆったりとしたひとときが過ごせました。一点希望を申し上げると前回同様やはり「夕食のペース」が早いことです。18時と20時の二部制である以上、前半ゆったりと食事はできないことは承知ですが食事が始まると次々料理がでてきてしまい、始終テーブルの上が混み合った状態で少々焦りながらの夕食になってしまうことだけが気になりました。しかし館内も温泉もとても綺麗でリーズナブルなため是非また利用したいと思える素敵な旅館でした。ありがとうございました。,2017/3/6
346,2人で宿泊57000円でした。部屋はスイートルームで、貸切露天風呂、客室露天風呂、通常のお風呂が付いていてとても大満足です。ご飯についてはランクアップしたにもかかわらず、よなったなぁと思ったものは伊勢海老の刺身のみでした。後はまぁ、、無難？なかんじです。朝ごはんも無難なかんじです。接客は基本的にセルフスタイルで部屋まで案内や荷物の運びとかもなく自分で行ってやるってかんじです。朝ごはんの豚汁も自分で作りましたね。せっかくいろいろランクアップしたのにもっと接客してくれてもいいのかなとおもいました！でも箱根の温泉はどこもこうなのかな？わかりませんが…！,2017/3/1
347,ご飯がすごく美味しかったです！特に晩御飯のボリュームも普段なら食べきれない量だったのですが美味しかったので完食できました^_^受付の眼鏡の若い方はいつも笑顔で対応してくださって部屋でのハプニングもしっかりと対応していただけました！受付ロビーのコーヒーやチョコフォンデュも良かったです！ただ、館内と部屋が少し寒かったのが気になりました^^;,2017/2/28
348,じゃらんでの予約時にチェックイン時刻を19:00としていましたが、もう少し早くチェックインすることにしたため、数日前に電話で確認すると、15:00以降だったら何時でもすぐお入り頂けるようにしますとの返事をもらえて好印象でした。宿に着くと貸し切り風呂の予約時間を決めるのですが、18:30ではもうかなり暗いので17:30の方がいいかもしれませんとアドバイスをもらえました。ウェルカムチョコフォンデュやコーヒーでくつろいでいると貸し切り風呂の予約時間になったので、「ぶらり」へ。その時間は4つとも貸し切り風呂は空いていたのですが、「ぶらり」のカードを渡されたので、オススメなんだろうと思っていました。足拭きマットは綺麗なものに交換してもらってあり、湯船も綺麗でした。「葉っぱも虫もお風呂が大好き」としゃれたポップも。45分はちょっと短いかなと思いますが、それはとてもよかったので長居したくなったということです。風呂上がりはスタッフのおじさんが気さくに話しかけてくれて、私たち(客人)を楽しませようとしてくれているということが自然と伝わり(私はそう思いました)、ホテルや旅館のような客が余暇を過ごしにくる施設で働くプロの方々にとって一番大切な才能はそれだろうなあと思いました。それは食事処でも見られ、こまめにごはんやお茶のおかわりを気にかけてくれてとても感じがよかったです。,2017/2/20
350,今回急遽予約して、口コミも事前拝見して行きましたが口コミに記載されている嫌な感じは一切なく、接客態度も全然親切丁寧で、悪い所は一切なくゆっくりと宿泊させて頂けました。一つだけ強いてあげるならば、夕食を会席とするならばもう少しと思いました。全ての食材を仕上げて提供されたなら大満足でした。金額相応ではありましたので、不満ではありません。箱根なら次回も利用したいと思えた宿でした。カレンダーありがとうございました。,2017/2/13
352,友だち４人で利用しました。宿選びを任せられていましたがみんな満足してくれました！建物は雰囲気があり素敵です。ウェルカムサービスでチョコフォンデュと肉まんが食べ放題でした！２４時間自由に飲めるコーヒーのサービスも嬉しかったです。料理も女性が食べる量としては程よく満足できました。喫煙所もしっかりした椅子が用意されており居心地よかったです。温泉も２種類のお湯があって２倍楽しめました。しいて残念なところをあげるなら、食事中仲居さんのしゃべり声が筒抜けで聞いてるこちらは苦笑いでした。また、置いているお酒の知識くらいは持っていてもらいたかったです。空いているお皿を下げるためとはいえ、露骨にテーブルをじろじろ見られるのはちょっと落ち着かないなーと思いました。でも全体的には満足です。ありがとうございました。,2017/2/6
353,女子4人で温泉へ癒されに行きました。箱根湯本からロマンスカー、強羅駅からは無料の送迎バスを利用しました。宿泊客は外国人や家族連れが多く柔軟な対応が見られましたが、全体的にスタッフが少なく感じました。夕食のバーニャカウダ アンチョビソースは全員一致で気に入りました。そして北海道産のお米が美味しくて朝晩共にお代わり。ロビーのコーヒーサーバーやマッサージチェアは24時間利用可能で設備は満足です。家族に宿の写真を見せたら行きたいと言っていました。,2017/2/6
354,恋人と2人で行きました。到着の際、ロビーでは美味しいコーヒーとチョコフォンデュや肉まんなどの無料サービスがあり、目一杯食べてきてしまったので少しお腹を空かせてくればよかったと後悔するくらいのおもてなしでした。客室は6畳の小さめの部屋を頼んだのですが全く狭いと感じずに2人で丁度良い広さでした。温泉も貸切と大浴場両方とも清潔でゆっくり入ることができました。値段もお手頃なのでオススメです。,2017/1/26
355,清潔感もあり、ご飯も美味しく、とてもよかったです！カップルでの利用でしたが、ゆったりできたし、対応はいいし、ゆったりと過ごすことができました、よかったです！,2017/1/21
356,宿泊費がリーズナブル、フロント横にウェルカムフード(お団子、チョコレートフォンデュ、中華まんなど）とフリードリンクのサービスに加え、高級感などにはややかけますが、ほどほどのサービスが子連れにはありがたかったです。館内の売店も他の旅館に比べると価格設定が低めなのでお菓子やアイスを買ったり、お酒なども購入しやすく助かりました。食事も年寄りと子供にはちょうどよい量ですが、お食事がっつり、高級感を求める方には少し物足りないかもしれないです。,2017/1/5
357,年末から年始にかけて二泊三日で宿泊しました。家族五人で露天風呂付きのお部屋で過ごさせてもらいました。旅行前に足を怪我した妹が松葉杖だったため、色々不安でしたが、玄関まで足が不自由な人のためにスロープが設けられていたり、車椅子を貸して頂けるなど、安心して過ごす事が出来ました。無料で頂けるロビーのコーヒーも美味しかったですし、何より年末年始の宿泊だった為、31日の夜に頂いた年越しそばも美味しくて家族でほっこりとした年末を味わう事が出来ました。お料理の懐石料理も豪華な食材をふんだんに使って頂いたものばかりで、味もバランスのとれていて大満足でした。ただ、豪華なコースにしていたため、食べ切れなかったりして悔やみました。朝食夕食ともに美味しくて大満足です。鯖アレルギーが2人いたのですが、確認して下さいましたし、別のお料理を用意して頂きました。配膳のスタッフの方もみなさん優しく、心穏やかに過ごせました。お部屋の露天風呂から初日の出を見る事が出来て、家族で最後まで満喫する事が出来ました。ありがとうございました。,2017/1/4
358,着いてすぐにチョコフォンデュと肉まんのウェルカムサービスがあり、心を掴まれました（笑）足湯や、貸切露天や、マッサージチェアなど宿泊中も楽しめるサービスがたくさん。部屋もキレイで落ち着けて、夜ごはんも朝ごはんもとても美味しかったです。大変満足の宿泊ができました。,2016/12/30
359,サプライズの相談にも快く協力して頂きありがとうございました。ウェルカムにチョコフォンデュと肉まんとあんまんというアイデアがとても楽しかったです。部屋も素敵で最高の一日になりました。,2016/12/23
360,強羅駅に着いた後シャトルバスが迎えてきた。食事付きのプランを予約した。料理が美味しかった！部屋はきれいで眺めもいい。満足した！,2016/12/18
361,緊張しながらの箱根旅行。。。でも、とても優しい受付の男の人でほんとに楽しい旅行になりました！また利用します！！！,2016/12/17
363,先日一泊二日利用しました。強羅駅周辺でもきれいなところがいいと思いリニューアルと記入のありました、こちらにお世話になりました。ケーブルカーで二駅、なめてました。坂道が厳しいので歩くのはお勧めしません。笑。お部屋は木の香りがまだほんのりしていて、禁煙ルームの為タバコ臭くもなく加湿機能付き空気清浄機もあり快適に過ごせました。室内にちょっとしたカウンターテーブルがあったのでそこで晩酌をしたのですが椅子に背もたれと足元に足を置くバーがあると酔っ払いには嬉しいです。お部屋のドライヤーは普通のでしたが大浴場のドライヤーはナノイーでした(*^^*)お部屋の露天風呂は写真よりほんの少し小さい印象です。室内にもユニットバスがあるのがありがたかったです。大浴場は写真通りです。貸切露天風呂には化粧水や化粧落としなどがない為置いてあるとありがたいです。彼の誕生日と自分の生まれて1万日目の記念日を兼ねていて要望に記入し予約したところすぐにお電話をいただきこころよく受けてくれました！依頼したデザートプレートが夕食時に出るとおもっていたのですが、旅館の方のお心遣いでしょうか？夕食は夕食でデザートをいただいていて、夕食後にお部屋に届いていて私もびっくりしました！浴衣での写真サービスもあり(プランに入ってました)、チェックアウト時にカレンダーの形でいただきました！お世話になりました、ありがとうございました！,2016/11/9
364,入り口入ってすぐの、チョコフォンデュに、無料コーヒーには彼女が喜んでました！さらに、チョコフォンデュの具がかぼちゃとだんごとゆーなかなか他にはない、秋の感じさせ方にはびっくりしました(´・ω・｀)選べる浴衣、可愛い脱衣場の貸切露天、足湯そして何よりスタッフがずっーと笑顔なのが、こちらも楽しくなりました!彼女ともどもお気に入りの宿です!トリック・オア・トリートとゆうと飴が貰えるのも良かったです!,2016/11/2
365,貸切露天風呂の雰囲気、泉質、脱衣場、全てを気に入りました。あえて一つあげるのであれば、気持ち良すぎて、気づいたら、残り5分になっていたことくらいで、45分がこんなにあっと言う間だったとは、短く感じました涙次回は夜、朝と二回借りたいですね。立地、外観、お部屋、お風呂全て満足ゆくものでした。,2016/10/31
366,母と2人でお世話になりました。小規模の宿が好きで、立地的にも良かったゆとりろ庵さんに決めました。ウェルカムチョコフォンデュは初めての経験で、楽しく美味しく頂きました。他にもいつでも利用可能なコーヒーマシーンやマッサージチェアのサービスは嬉しかったです。食後に、ロビーでコーヒーを淹れてそのまま足湯へ…母とまったりおしゃべりして良い時間を過ごせました。大浴場に露天風呂がないのは残念だと思って行ったのですが、内湯でしっかり2種の温泉を楽しめ、貸切露天も満喫し大満足！ご飯も外れなく美味しく頂きました。また箱根旅の際は、今度は別のお部屋でお世話になりたいです。,2016/10/27
367,子供(1歳)を連れて行きましたが、チェックインの待ち時間に子供に貸出の絵本等を持ってきてくださり、気を遣って頂いてるなと感じました。夕食は、少量御膳の様なプランでしたが、充分な量でしたし、美味しかったです。貸切風呂を利用しましたが、かけ流しの為にかなり熱く、子供はあまり入ってられず残念でしたが、内風呂はいい温度で喜んでいました。ウェルカムフードのお団子チョコフォンデュが楽しかったです。コーヒーが無料でいつでも飲めるのも嬉しいです。,2016/10/26
369,今回友人と4名でお邪魔をしました。箱根湯本駅からは少し距離はありますが強羅駅からはとても近く車・電車でもアクセスはしやすい立地だと感じました。到着すると受付けスタッフの方がとても丁寧に館内説明とチェックイン手続きをしてくださり、ウェルカムデザートのチョコレートフォンデュも嬉しかったです。館内とても清潔で浴衣も数十種類の中から選ぶことができ旅館の雰囲気を存分に楽しむことができ、また温泉・貸切風呂ともにとても気持ちよかったです。箱根＝とても高いイメージがありましたが貸切風呂・朝夕食付きでこの価格には大満足で、友人ともども帰りの車内で「素敵な旅館だったね」と話していました。是非また利用をさせて頂きます。素敵なひとときをありがとう御座いました。------------------------終わりに惜しいと思った箇所：・夕食の料理がでてくるスピードがとても早く感じました。前菜を半分くらい食べたところで献立の7割ほどの料理が次々出てきてしまいテーブルの上がぎゅうぎゅう状態になってしまいました。見栄えも味もとても素晴らしいお料理だったためもう少しだけゆったりと楽しめたらと思いました。------------------------,2016/10/19
370,小田急フリーパスを使って『おばさん2人おしゃべり旅行』高級旅館が多い箱根でリーズナブル(人´ω｀)ｺｰﾋｰｻｰﾋﾞｽ、ﾏｯｻｰｼﾞﾁｪｱ、にも魅かれて申し込みました。　期待をうらぎりませんよ！フロントの方はじめスタッフの皆様は親切でフレンドリーにリラックスさせてくださり楽しく過ごせました。　ありがとうございました。西洋人のお客さまもずいぶんいらしていて私たちの方が海外旅行をしているみたいなウキウキ気分にもなれちょっと得したかんじ…そして…貸切露天風呂は(*^_^*)子育てひと段落世代のご夫妻にもおすすめ!!ぜひどうぞ☆,2016/10/18
371,リピートしてます。今回の旅行は母の祝い事と結婚記念日で訪れました。プランは早めの予約で通常価格のお料理を最上級のおもてなし料理にレベルアップのプランを。お料理はとても豪華で手の込んだお料理に舌鼓。とても美味しい夕食でした。お祝いのサービスもありとても素敵な旅行となりました。接客係の笑顔がとても気持ちが良い。サービスも充実してました。,2016/10/11
373,この宿のリピーターです。久しぶりに利用しました！スタッフの方が変わっておらず、着いてすぐに、私の名前でいらっしゃいませと言っていただけるのは本当に気持ちいいですね♪貸切露天の脱衣所が以前とがらっと変わってかなり良くなっていたのには驚きました。夕食の秋メニューもいつもと同じく美味しかったです！個人的な趣向ですが、もっと「肉」を感じれるといいですね！また、箱根に行くときは利用します！,2016/9/29
