Unnamed: 0,口コミ,投稿日
2847,熱海をキャンセルして箱根に来ました。口コミ通りスタッフさんの対応が良かったです。バイキングはコロナ対策でラップがしてありましたが、シリコンの蓋にした方が取りやすいんじゃないかな？って思いました。客室が少ないホテルなので静かでゆっくりと過ごせました。また疲れを癒やしに来たいと思うホテルでした。,2021/7/18
2848,全室露天風呂付客室ということで期待していたのだが、言うほど露天風呂ではなかったです。いつでも入れる温泉がある、ぐらいの感覚の方がいいと思います。完全に屋内で、窓もついてます。一応外の樹は見える、という感じです。あとは不満はありません。夕食バイキングも種類が多くはないけど、とてもおいしかったです。すき焼き、またはプルコギが出来るのは良かったです。朝食バイキングも同じくおいしかったです。部屋は広くはないですけど、売りにしてるベッドは良かったです。今回は9000円以内で泊まれたので良かったですけど、普段は15000円程度する様なので、それだとちょっと高いかな、と思います。,2021/7/18
2849,値段から少し心配していたのですが、リーズナブルで納得できる宿でした。広めの部屋に寝室とガラス張りの浴室があり、温泉を堪能できます。料理も価格からすれば良心的な内容です。カラオケもできるので、2時間熱唱しました。,2021/7/17
2850,ウェブで写真とてもきれいだけど、まずホテルロービーから客室に行くと通路が湿気の臭いにおいとてもします。今回予約したのが211室ですが、客室着いたらその客室着の正対面にスタッフ用の部屋がどうがわからないけど、ドアの下にゴミ結構ありまして、まず客がそれを見たら不清潔感します。また客室に入ったら、中も湿気が多い感じします。布団とまくらカバーも湿気でジメジメしますので、夜ゆっくり寝れなかったです。2017年新オープンで書いたが床の表面も破れてるところ多くて、とても古い感じします。きれいな写真と違くてショックでした。前に同じグループのリブマックスリゾート伊豆の方に泊まったことがあって、中とてもきれいでしたので、今回も楽しみしてだけど、結構ショックでした。今回この客室だけこんな感じが、全体的に同じがわからないけど、本当に残念でした。到着遅いけど、スタッフさんの対応は良かったです。やはり清潔感が一番大事だと思いますので頑張ってください!,2021/7/10
2851,以前リブマックスの別のホテルを利用したため、今回もこちらで宿泊しました。スタッフさんの対応が良く快適に過ごせました。ありがとうございました♪,2021/7/8
2853,ビュッフェに力を入れているなというのが第一印象です。ビュッフェだと冷めてしまいがちですが、ここはステーキや天ぷらを小出ししてくれるので、温かい状態で美味しく食べることができました。こういうちょっとした心遣いにまた泊まりたいなと思いました。,2021/7/3
2855,個人的にお気に入りの宿の一件です。今まででもコスパ的に満足の出来る宿でしたが今回あらたに、７月からバイキング料理が一掃されグレードアップした事に感激しました。確かに今までは、夜のバイキングに関してメインにてなる料理があったらと思っていました、しかし今回プルコギか、すき焼き頑張り選べる焼き物に加え３〜４種類のお寿司にお刺身が増えてビットです。唯一のウィークポイントを改善した事でまた魅力的な宿になったと思います。今後利用するのが楽しみでなりません。,2021/7/3
2856,料理内容が7/1よりグレードアップすると聞いたので伺いました。ステーキ、天ぷら、すき焼きやデザートコーナーのパフェやフルーツどれもこの価格で食べれるなら次回も必ず利用したいと思います。元箱根温泉も泉質がよくリラックスでき生憎の雨でしたが客室露天に窓がついているので天候に左右されることなくいつでも入れて良かったです。次回も必ず利用します。　有難う御座いました。,2021/7/3
2857,スタッフの皆さんの対応も凄く良く、楽しい旅行になりました。夕食も美味しく、彼女にも喜んでもらえました。またお願いします！,2021/7/2
2858,数回お世話になっていますが、今回の部屋は初めてです。ユニットバス式の部屋でした。風呂まで少し離れていたので、大変かな。食事は、他のリブマックスリゾートより品数も少なく冷めた感じでした。,2021/6/25
2859,"口コミを見てとても不安でしたが、値段相応で十分な内容です。2食付き、客室温泉で10,000円ちょっと。これ以上何を求めるのでしょうか。料理はすごい美味しいとは言えませんし、ファミレスレベルでしょうか。夜は19時、朝は7時でしたが料理はちゃんとありました。アルコール飲み放題をつけましたが、自分で注ぐのも楽しいです。スタッフのレベルは素晴らしいです。車の誘導からフロントスタッフ、食事処のスタッフ。特に食事処のアルコール消毒はこれでもかというくらい丁寧でした。確かに客室露天と言えるかは微妙です。檜風呂は2人でも入れる広さです。泉質は箱根温泉を感じられます。美味しくて豪華な食事、部屋を求めるならそれなりの金額を出せばいい話です。この値段なら十分満足です。",2021/6/24
2860,部屋風呂を使いたくて予約しました。サイズ、温度ともにちょうどよくて気持ちよかったです。バスローブもありました。大浴場はレストランを越えて行かないといけないので、朝一寝起きすっぴんだと通りづらいと思います。県民割引を使えたので食事付きの宿泊としては安いと思います。,2021/6/23
2861,訳ありのお風呂使えない部屋で行きましたが、特に普通のホテルと変わらず広さもよくフカフカの布団でよく寝れました。朝食も美味しく、ただやはり皆さんは部屋で入られるためか、共用お風呂は小さかったです,2021/6/23
2862,素泊まりでお世話になりました。露天風呂付き客室を探してて今回宿泊しましたが、いつでも自由に入れる半露天風呂、しかも温泉。浴槽も脚を伸ばしても余る十分な広さ。満足です。スタッフさんも丁寧な対応で好感がもてました。大変癒されました。,2021/6/12
2863,今回２度目の利用でした。前回は２食付きプランでしたが他のホテルに比べるとバイキングの内容がいま１つだった為今回は素泊りのプランを選び夕飯を購入してチェックイン。フロントの女性スタッフさんも優しい対応で好印象です。半露天風呂付きのお部屋なので滞在中何度もお風呂に入れるところはとても良くのんびり過ごせました。お部屋のお風呂から眺める木々の緑に癒される森に囲まれた素敵なホテルです。また時間が出来たら利用したいと思います。,2021/6/12
2864,突然思いつき、朝食付きで予約。半露天つきで、何回も入浴出来ました。大浴場も行きましたが、油膜や、ゴミが浮いており、露天は、熱すぎで、体のみ洗い、部屋の半露天に直行しました。移動距離がありますが、静かで落ち着けました。朝食は、残り物感が出てるバイキングで残念でしたが、コスパ考えると仕方ないのかな？と思いました。コンビニ近くに無いので前持って購入お勧めします。,2021/6/9
2865,客室には露天風呂があり２４時間いつでも入れます冬は氷点下が当たり前の箱根では露天風呂の窓を閉められるので満喫できること間違いなしです。朝食と夕食でこの価格帯なら十分満足です。また伺います。,2021/6/4
2866,いい感じのお宿だったので思い立ち行ってみました。半露天風呂が部屋にありバイキングもあり子どもとゆっくりできるな〜と思いました。ただ口コミにもありましたがバイキングは量が少なく何を食べようか？と選ぶ楽しみが少なく凄く残念でした。お部屋は綺麗でしたが洗面室の床が水で濡れるのかふにゃふにゃに歪んでいました。お部屋を変えて貰おうか迷いましたがスタッフの方は親切な人たちだったのでその点は良かったと思います。,2021/5/26
2867,お部屋に温泉ついてるし、ベッドは広くて寝心地抜群でした。ただ駐車場が少し狭かったかな。食事も美味しくて、是非リピートしたい宿です,2021/5/23
2868,温泉のお湯が良かったです。アメニティも良かったです。ベッドの寝心地が良かったです。別館にエレベーターがありません。お値段に見合ったお宿だと思い、満足してます。受付の対応は良かったです。,2021/5/16
2869,ビジネスホテルの一室に窓が開けられる温泉風呂が付いてる。って感じです。お風呂の温泉も、こちら側でお湯を出したりできないので、泊まってる間、ずっと同じお湯です。自動で沸かされてるだけです。大浴場の露天風呂も汚いので…気になる方は入れないと思います。でも、安いので値段相応と思えば、不満もないです。ただ、それでも、料理などを考えると…少し…高いようにも感じますが…。,2021/5/10
2870,リブマックスリゾート系列店リピート利用をしてましたが…お部屋と接客対応わ満足なのですが…利用した感想、今後利用する方への参考になれば良いです。先ず、衛生上バスタオルと足ふきマットトイレットペーパーを余分に予め用意をお願いしていたにも関わらず宿に着いてから対応が悪い女性スタッフに残念で違う方にお願いして用意して頂きました。 食事わビュッフェスタイルですが、早い者勝ちで補充わされず後から来た方子連れの方、私達も食べる物が補充されてなかったりが多く他のリブマックスさんに比べ1番評価わ低めにしました。   小鉢ばかりで好きな量を取れず個数も数えて居たみたいですし、取りに行けばウロウロとスタッフさん補充する訳でもなく食べるなと言われてる様に思え…。  後から来た方わ食べれる品が無いです。もう少し利用する方の事を考えた方が良いかと…それとお風呂わせっかくの客室露天風呂なのに…他のリブマックスさんわお風呂循環式でわ無く…入る時に自由に入れお湯を抜く事が出来ていただけに……オーバーフローは注意書きありましたが家族やカップル2人で入れません。。かなり気を使いながら入りました。芦ノ湖、関所雨が降る前に見れて良かったですが、宿に着いてガッカリしました。申し訳ないですが改善された方が…伊東川奈さんや熱海シーフロントさん、下田の方がかなり良かったです。,2021/5/8
2871,ペットと行けるホテルは少ないので連泊とれて良かったです。夕食も朝食もバイキングとは、小分けではあったけど、この時期なので少しビックリしました。メニューが２日続けて全く同じメニューなのもさらにビックリ。でも、スタッフの方々は、皆さんとても丁寧で気持ち良かったです。,2021/5/2
2872,半露天風呂付き客室に朝食付きプランをクーポン使い安く宿泊しました。お部屋のお風呂は良かったのですが目の前に何かの室外機みたいな物が… 網戸が外れてたり少し汚れてました。私達はあまり気にしないタイプなので無問題ですが… 朝食は普通です。お値段なりです。 泊まった日は風が強く大涌谷の硫黄臭がして箱根らしさを感じる事が出来ました。夜の男性スタッフの方も気さくな方でいろいろ教えて頂きました。コスパは良いと思います。,2021/4/28
2873,普通によかった　部屋のタバコの臭いがきになった、喫煙とはいえもうちょっとなんとかならないかな　清掃ももうちょっとしてほしい,2021/4/17
2874,子供と二人で宿泊しました。部屋は別館で遠いいです。部屋は檜の室内風呂が使えない訳ありでしたが、大浴場利用でもんだいないです。食事が朝夕種類少ないです。部屋はま小綺麗ですが、ほこりがまってました。わけで利用されてないのかな。,2021/4/16
2875,4月9日より1泊夫婦でコロナ感染対策良かったお部屋の洗面所に一部不具合あり夕食はいまいち品目が少ない様に思えた泊まった部屋の作りのせいかエアー操作を行うのにベッドを乗り越えなければできなかったテレビがベッドでくつろぎながら見られて良かった,2021/4/12
2876,　行く前に口コミを見て、評判低いので、ちょっとドキドキしました。実際に行ってみたら、スタッフ皆親切で、お部屋もオシャレ、綺麗し。今回は訳ありプランで、凄いお得感しました。子供と卓球、カラオケを遊んで、とっても楽しかった。温泉も素敵でした。また行きたいと思います。,2021/4/10
2877,内風呂はとても気持ち良く、部屋もきちんと清掃されていたし、ホテルの方の対応もまずまず良かった方だったとは思います。ただ、食事は残念でした。まず冷たい。今まで他のバイキングを利用してきましたが、冷め過ぎな感じでした。そして種類もあまりなく、コンビニで買ってくれば良かったとちょっと後悔してしまいました。,2021/4/10
2878,3月28日から1泊で初めて利用させて頂きました。予約時に檜のお風呂付きでしたが、移動中で15時のチェックイン前にホテルから連絡があり、エアコンが不調との事で設楽焼風呂付の部屋にグレードアップとなりました。檜を期待してましたが、ご配慮を頂きました。部屋には、シャワールームがあり、部屋付露天風呂や大浴場の湯温は熱めで、とても良かったです。いつでも入れる部屋付露天風呂にとても癒されました。夕食は、もう少しメニューが多ければと感じましたが、とても美味しかったです。朝食は、一般的な朝メニューで、お粥があったのは嬉しいです。ご家族連れでの方が何組かいらっしゃいましたが、隣の部屋から24時頃まで子供さんのドタバタが気になりました。,2021/4/6
2879,最初は訳ありプランだったけど、ホテルの都合で半露天風呂の部屋に変更して頂きました。本当に嬉しかったです〜ありがとうございます。豚肉が食べれないので、牛肉に代わって貰ったり、バイキングした時に丁寧に説明したりすることは感動しました。とても助かりました。,2021/4/4
2880,立地は西武バスの立石バス停目の前で行きやすい。外観、部屋の内装についてもパッと見は綺麗で良かったのですが、窓のサッシなどまったく清掃されてない部分があったのは残念。部屋付きのお風呂は有り難いのですが洗い場が無いのは使いづらかった。入り口脇の洗面スペースにシャワールームがあるので、身体はそちらで洗ってから部屋付き半露天風呂に移動して湯に浸かるしかありません。部屋風呂は湯に浸かるだけで身体を洗いたい時は大浴場で、という利用を想定されているのかも。ちなみに大浴場は予想以上に狭く、特に露天風呂は二人で入ると一杯といったサイズ。それも親しい間柄の人とでなければちょっと気を使うくらいの距離感になります。露天の真ん中で入っている人が居た場合にはもうそこに後から入る気になれない大きさです。部屋付きのお風呂があるので、そちらをメインで使う前提なんでしょうね。朝夕の食事はビジネスホテルのサービスで付いてくるレベルです。コロナ禍であることを踏まえても期待はずれでした。あまり期待して行くと残念な気持ちになりますので、予めそういうものと割り切って利用しましょう。建物内部は不思議な構造で、エレベータで「４」のボタンを押して上がると「２階」に着きます。（笑）半階ずつ互い違いのフロアがあって、１階は下段フロアと上段フロア、２階も下段フロアと上段フロアという様な構造らしく、２階上段フロアがエレベータの「４」にあたる階になるという事みたいです。避難経路の確認などで戸惑うのでもう少しここは先に説明しておいて頂けると良かったかも。部屋のドアが吊り下げ型のスライド式なので、ドアの下に隙間があります。そのせいか外の音がかなりシッカリ聞こえるので煩く感じる時がありました。また、ドアを開けた際には廊下から部屋付き露天風呂が丸見えです。この構造のおかげで微妙に落ち着いて入浴できませんでした。カーテン等の目隠しが玄関と部屋の間にあると安心です。全体的にちぐはぐな構造で正直あまり満足出来たとは言えません。お部屋そのものが綺麗だっただけに非常に残念な結果でした。今回はとても安価なプランだったので、それを踏まえてであればコストパフォーマンスは妥当という感じですかね。,2021/3/26
2881,リブマックスさんは、アメニティが充実でワンコが一緒に泊まれる部屋としては満足。しかし、食事は何とかしてくれい。何品か、夜も朝も出てたし。大浴場へ行くのに、バイキング会場？部屋を通らないと行けない。何とかしないと、お客様が来なくなっちゃいそう。,2021/3/23
2882,まず着いて駐車場が満車なので..と案内されたところが、え？こんな所？といった道端の空きスペースでした。駐車場を電話予約した意味は？と思いました。部屋は普通でした。所々掃除が行き届いてない箇所が目につきました。食事はバイキングでした。コロナ対策で一つずつ小分けになっていたのは良かったですが、品数が少ない。料理がぬるい。美味しくない、、、。全然お腹いっぱいになりませんでした。。口コミがあまりよくなかった為期待はしていませんでしたが、想像してた以上に食事にはガッカリ。カップラーメンでも持ってくれば良かったと思ったら、フロントで販売していたのでそういう声が多いのかな、、？それならバイキングを改善した方が良いのでは、、、と。大浴場は内風呂の温度が上がらず入れなくなっていました。部屋風呂は2人でもゆったり入れました。良かったと思う点を挙げるとしたら立地。箱根神社、大涌谷まで近い。部屋も食事もお風呂も全て改善すべきところがたくさんだと感じました。彼氏との初旅行でとても楽しみにしていましたが、、がっかり。。リピートはないです、、,2021/3/15
2883,お風呂は半露天風呂が部屋にありいい感じでしたが、食事はバイキング料理でしたが、料理の数が少なくとても残念でした。小盛りにしていたのですが、温かい料理が５.６品でお酒の飲み放題付きでしたがお酒のあてがなかったです。,2021/3/8
2884,口コミにある様にバイキングにはガッカリでした。少し遅れたせいなのかお寿司も天ぷらも無し。補充もなし。とてもバイキングとは言えない。さらに女子露天風呂も内湯からの戸が鍵がかかって入れない。作りが内湯の中を通って戸を開けるみたいなのだけど開きませんでした。それなら案内しておいてくれたらいいのに。翌日は同じリブマックスの天城ケ湯に泊まったけどバイキングの量や温泉も満足行くものでした。同じリブマックスなのにこうも違うものなのですね。,2021/3/4
2885,恋人との旅行で利用しました。フロントの方は、部屋の鍵の預かり、部屋までの案内をしてくださったりと、色々と声をかけてくださり、気を遣ってくださいました。来館すると外靴は、フロントの方が片付けてくださり、ホテルへ戻った時は靴を出してくださるシステムだったのですが、フロントの方がいないと自分でやるしかなく、どこに靴があるのか、自分で取ってもいいのか迷いました。アメニティ類に関しては、ハンドソープがないのは困りましたが、それ以外は十分でした。電子レンジやコーヒーメーカーも嬉しいです。ただ、シャワールームとお風呂が離れているので、バスタオルは多めに欲しいと思いました。氷もあるといいと思いました。部屋については、ちょっとした机と椅子があることと、広いことはとても良かったです。半露天風呂もとても気持ち良かったです。ただ、掃除が行き届いている印象はなく、ギリギリ部屋を変えてもらわなくてもいいかな、という印象でした。ビジネスホテルのリゾート版ということで期待しておりましたが、机はホコリがあって汚かったですし、ティッシュ箱も汚れがありました。シャワールームのカビも気になりましたし、半露天風呂と部屋との間のガラスには水垢がかなりついていて気になりました。このコロナ禍で、お湯のポットにも水垢が残っていることや、空気清浄機の水を入れる部分も汚いのは不快でした。値段を考えると、まあこのくらいかな、という気持ちでしたが、お風呂は気持ち良かったです。,2021/2/25
2886,満足でした！食事の内容はレパートリーが少なめかな？と感じました。駅近ではなく、駅からバスで結構長い距離を乗っていかないと着きません。そこは少し不便かなと思いました。でも、案内してくれたスタッフの方がとても可愛らしかったです！,2021/2/25
2887,初めて宿泊しました。部屋は広く、部屋風呂も良かったです。ただ、部屋はホコリだらけで、蜘蛛の巣までありました。食事も品数が無くて、残念でした。,2021/2/24
2889,何件か　リブマックスさん利用させて頂いたんですがこちらのリブマックスさんは　食事が…種類も少なく　せめて唐揚げとか　朝は魚とか　欲しかったです少な過ぎです。ちょっと2度目は無いかなぁ…,2021/2/13
2890,バイキングの食事内容は夜も朝も期待できないと思って下さい。部屋に露天風呂がついてるの割に安かった。,2021/2/12
2891,夕食ビュッフェはリーズナブル宿泊料金であり理解はできますが、お魚料理がいっさいないの残念です。たくさんのメニューはいりませんが、お刺身を含むお魚料理が少し欲しかったです。朝食にも和食でいただきましたが、ヨーグルトメニュー必須だと思います。ビジネスの朝食バイキングメニューにもヨーグルトがないホテルはないと思います。コロナ禍の中大変な状況が続きますが、頑張ってください。ありがとうございました。,2021/2/12
2893,部屋の掃除などは他のコメントどうり埃が落ちてたりで、事前にコメント見てわかってたので予想どうりでショックは少なく大丈夫でした。部屋に温泉があるのが一番の良いところだったのでトータルして満足。ホテルの入り口で靴を脱いで預けるのですが、帰るときに全員分出しておいてくれてて、気のせいかもしれませんが靴を磨いてくれていたのではないかなと思いました。リブマックスになる前は多分個人経営とかの宿だったと思うので、その名残か番頭さんが気配りを継続してくれていたのならこのまま守り続けて欲しいです。,2021/2/2
2894,コスパの良さには満足で、露天付客室はなかなかこのお値段では泊まれませんからね。良き旅のお手伝いをして頂きました！自粛中の中、お酒の提供時間が規制されているのは問題ないのですが、ラストオーダー時にちょっと声をかけて頂きたかったかな。食堂に時計が見当たらなかったので、気付かぬうちにラストオーダー時間過ぎちゃってたので…。それが残念でした。それと、バスタオルの替えがあったら(部屋用&大浴場用の)と思いました！１日も早く、この今の環境から抜け出して、気持ち良く旅を満喫出来るようになったら、リピートさせて頂きたいと思います！,2021/1/31
2895,今回、初めて利用させて頂きました。山頂付近は雪が降ってるので雪用タイヤかチェーンの用意が必要と親切にお電話を戴いたり、ホテル到着後に館内説明や部屋までの案内等、もの凄く丁寧な対応でした。部屋も広く客室露天風呂も気持ち良く入らせてもらい大変満足出来ました。景色も良く夜も静かで夫婦、恋人同士よろしいかと思います。また利用させて頂きますので宜しくお願いします。,2021/1/30
2896,妻と二人でマイカーで宿泊しましたがホテルの駐車場に着くなりスタッフの人が出迎えてくれてバックを持ってフロントまで案内してくださいました。部屋の露天風呂が使用出来ない訳ありでしたが大浴場があり特に不便はなかったです。コストパフォーマンスは最高でした。,2021/1/20
2897,ビジネスホテルのリゾート版。シンプルで思っていたより、居心地は、良かったです。しかしひとつ改善の余地が…掃除がダメです。部屋のブラインド、照明の溝は、埃だらけ、ポットの下は、拭いていないので水分後など、あと、凄く気になったのは、ホテルの売りの部屋にある最初から湯が入っている半露天風呂。循環式のようだが、陶器の底に近い部分がヌルヌルしてて、気持ち悪かった。掃除しようにも「壊れますから、お湯は抜かないでください」そんなものなんですかね〜。接客、お料理は、値段が値段なので、わがままは言えませんが、まずくはなかったです。あとは、全体に雑然としていて…改善を望みます。,2021/1/18
2898,お部屋のお風呂は…広くてゆっくり出来ました……お部屋も満足です………夕食は…ちょっと物足りなかったです…朝食も同じでした……でも館内は…綺麗で…露天風呂&内風呂は…良かったです………朝夕食…もう少し品数が…有れば………,2021/1/14
2901,本施設を含めてリブマックスさんの利用が初めてでした。コロナ時期かも知れませんが、コスパが最高で延泊したいぐらい惚れました。また利用させて頂きたくと思ってます。,2021/1/9
2902,以前に伊東のリブマックスリゾートを利用したこともあり、良かったので今回はこちらの宿を利用させていただきました。朝食は普通だったのですが、夕食にはガッカリしました。お寿司などもあったのですがシャリがベチャベチャでしたし、普通の白米も水分が多すぎてベチャベチャでした。食事は正直美味しくなかったです。あとは卓球ルームを利用したくて予約したのですが、卓球ルームが空いているにも関わらず予約がいっぱいで予約は取れませんと言われました。たまたま卓球ルームの目の前の客室だったので本当に埋まっているのかの確認もしに行きましたが卓球ルームには誰もおらず空いていました。宿泊代も安い訳でもないのにご飯は美味しくないし大浴場も6人くらいしか入れないくらいの大きさで露天風呂も温度が熱すぎて子供たちは入れませんでした。このクオリティでこの宿泊代はかなり割高です。今回の旅行でリブマックスリゾートを利用するのがこわくなりました。伊東は良かったのにとても残念です。,2021/1/5
2903,初めて利用させていただきました。お正月としては安価な宿泊費だったと思います。部屋の半露天風呂は思ったより広く二人で入れる位の広さがあり、檜の香りも心地良いのでのんびり入る事ができました。スタッフの方々の対応は、皆さん良かったと思います。唯一あるとすれば、食事の味も含め品数や内容等、もう少し頑張って欲しいところですね。,2021/1/4
2904,・半露天風呂付客室はすばらしく、とても快適・食事はバイキング形式で、好き嫌いがあっても満足できる十分な品数と品質・一方で、客室のティッシュが使用に支障が出るほど過剰に詰め込まれていたり、生理用品の相談をしても「男性でよく分からず・・・」と誤ったものを提供される（女性スタッフにひとこと聞いていただいてもよかったのでは）、近隣のバスの運行状況を聞いてもスタッフによって回答が真逆と、接客には残念な点が多かった,2021/1/1
2905,GO toトラベルを利用して行きました。旅行自体に満足しているのですが、露天風呂付き客室で、シャワー室と露天風呂が少し離れていたので、隣にあったらなと思いました。でも満足です！,2020/12/30
2906,宿泊した部屋はエレベーターがなく、食事処や大浴場が１階で部屋の3階までの行き来が少し大変でした。エレベーターがないことは仕方ないかなと思いましたが、今回箱根に３泊だったのでかなり重たいキャリーバッグが２つあり私と2歳の子供と高齢の母の３人で下まで運ぶのが大変だったので荷物だけ運ぶのを手伝ってもらえないかフロントに聞いたところ「無理です」と…。行きは手伝ってもらえたのですがエレベーターがないのであれば出来れば帰りも手伝って欲しかったです。,2020/12/27
2907,スタッフさんの接客がとても良かったです。部屋の広さや、お風呂も満足でした。しかし、部屋の角や天井にいくつか蜘蛛の巣がはっていました。また、食事はやはりクチコミ通り質素で2日連続同じメニューでした。スタッフさんやお部屋はすごくいいので、食事だけ変えていただければ、文句なしの素敵なホテルだと思います。,2020/12/24
2909,お湯の質は良い。部屋は眺望は望めない。スタッフが少なく、きめ細かいサービスはない。食事ね品数も少ない。駐車場が少なく、予約が必要。第二駐車場になると15分歩く事になります。送迎はない。,2020/12/16
2910,芦ノ湖までは車じゃないと距離ありましたが、ホテルの部屋は広く露天風呂付きで良かったですが、露天風呂窓が網戸の方だけを開けててくれたら良かったが、少し網戸ない方も窓が開いてて夜に虫が露天風呂に浮いてたのが残念でした。あとトイレットペーパーが夜中に無くなり焦って探しても部屋に無かったのが残念でしたが、3回フロントに繋がると思って受話器持ってもフロントに繋がらず朝トイレットペーパー貰いました。トイレットペーパー半端なの2つだと急に無くなった時焦るので部屋に1つはストックしてあれば安心です。食事はカレーが美味しかったです。部屋はゆっくり出来たし綺麗だったのでまた機会があれば利用したいと思いました。,2020/12/4
2911,予約が遅れているせいが第二駐車場と案内され、なんとホテルからずいぶん離れている(徒歩15 分)しかも上り坂。到着が午後5時で既に暗くなっていて、若い人がホテルまで歩くのはいいとして、もしお子さんや年寄りでしたらかなり大変。送迎サービスが絶対あったほうがいい(有料でも)。バスが一応あるが、時間通りに来ません、諦めたほうが賢明(実際に待ってみたが、時刻表より10分遅れでも一向に来ません)。食事は種類がかなり少なく味付けがほぼ一緒。個人的にリゾートのホテルの食事とは思いません(お腹空いて、カレーライス3杯で満たしていた)。部屋は普通。お風呂が普通で、まあまあ満足です。総合的にこんなレベルでしたら、2人で1泊17000円で割高と思います。,2020/12/3
2913,部屋でまったりと過ごすのが目的ならオススメ。半露天風呂にいつでも入れる上に、部屋は綺麗で広さも充分。ご飯のメニューが少ないのがちょっぴり残念だなと思う程度。事前に少ないのを知っていたので気にならず、楽しい旅行ができました。,2020/11/27
2914,露天といっても、ほとんど室内のようですが。二人でもゆったりと入れる檜風呂がとても良かったです。何度も入りました。また行きたい。,2020/11/10
2915,到着時あいにくの雨でしたが、駐車場まで傘を持ってきてくれ感謝でした。お料理の種類豊富とは言えませんが、どれも美味しくついつい食べ過ぎてしました。残念だったのは部屋のテレビの受信状態がよくなく、画像がフリーズしてしまいました。あと利用した部屋の携帯電波がギリなのに加え、フリーWi-Fiの感度もいまいちで残念でした。部屋の清掃等は徹底されており気持ちよく休めました。,2020/11/9
2917,静かでお部屋もきれいで、スタッフの方も親切で、気持ちよくゆっくり過ごすことが出来ました。朝夕共にバイキングでしたが、夕食は種類も少なく味も今ひとつでした。お部屋もきれいでしたが、所々隅っこにホコリがあったのが残念です。,2020/11/3
2918,お風呂が、少し温かったが、露天風呂は良かった。食事の会場が、少し狭かったのと、食事会場を通りお風呂へ行くのは、少しレイアウト的どうかと思った。早い時間で、食事をされた方々が、お寿司を食べていたが、自分たちが着席した時、既に無くなっていて、二度出てこなかった。,2020/11/2
2920,部屋もきれいだし、スタッフの対応もよかったです。お風呂もきれいでゆっくり入れました。連泊だったのですが、夕食ビュッフェの内容が、全く同じでした。味は普通です。奥から出てきたばかりの天ぷらが冷たいのにおどろきました。それ以外は満足です。,2020/11/1
2921,1泊2日お世話になりました。第2駐車場の場所が遠く、真っ暗で街灯もないような場所がほとんどで駐車場から宿までの道は迷いそうになりました。何より怖かったので、何か対策を練っていただければと思います。翌朝はスタッフの方が車で送ってくださりとても助かりました。夕食はほぼ冷めていて残念でした。,2020/10/29
2922,分けありプランだったのでワンちゃんＯＫのお部屋でした。檜半露天風呂が修理中もあり格安で泊まることができました。主人も私もあまりこだわりはないので特に気にするところはありませんでした。また、利用させていただきます。,2020/10/29
2923,パートナーと二泊三日の旅行で利用しました。部屋は広めで、トイレや洗面所が特に余裕のある作りで使いやすかったです。半露天風呂は大き目の窓を開けて入れるもので、風を感じられるすこし広めのお風呂という感じでした。温泉や景色へのこだわりが強い方には少し物足りないかもしれません。清潔感について、テレビ台の下の見えにくい箇所にポテトチップなどのゴミがあり清掃不足が見受けられました。ホテルのスタッフの方がすぐに清掃を行なってくれましたが、少々気になりました。スタッフの方々の対応は全体的に良く、特に外国人のスタッフの方々の的確かつ明るい対応に好感が持てました。,2020/10/25
2925,GO TOキャンペーンを利用し、宿泊させていただき、大変お世話になりました。お部屋に半露天風呂があり、好きな時間に、好きなだけお風呂に入れ、またお部屋もキレイで、ゆっくり過ごすことができました。でも残念だったのは…。お部屋と、階段のところで大きな蜘蛛がでて、びっくりしてしまい、少し気分を悪くしてしまったので、マイナスポイントであげさせていただきましたm(_ _)mあと…。たまたま大浴場も入浴されている人が少なく、貸し切り風呂のような感じで利用することができ、大変満足致しました。朝夕のバイキングは品数が少なくて、楽しみにしていたのですが、バイキング料理は残念でした。また機会があれば利用したいです。,2020/10/19
2926,ペット同伴での評価です。部屋＊	大変満足(5点)ゲージが大きく驚きました。小型犬なら十分過ぎます。またグッズも揃えてあり、必要なのは餌&おもちゃ位です。因みにペット同伴専用の部屋になります。※1部屋しかないです料理（朝食）＊	満足(4点)料理（夕食）＊	満足(4点)朝夕共に品数は多くはありませんが、美味しく頂きました。夕食は入れ替え制では無く、時間差での入場でした。風呂＊	満足(4点)部屋の半露天風呂が使用不可でしたので、大浴場と露天風呂のみ利用。あいにく両日共に土砂降りでしたので露天は当然雨の中（笑）簡易的な屋根があり、ずぶ濡れにはならず助かりました。接客・サービス＊	大変満足(5点)到着時雨の中、わざわざ傘を持って来てくれました。どのスタッフも笑顔が良かったです。清潔感＊	大変満足(5点)ペット専用の部屋でしたが、匂いもなく清掃も行き届いてい~ました。総合評価＊	満足(4点)他の方のコメントには無かったのですが、気になったので大浴場の場所が分かり辛いです。食事処のビッフェの横を通過しないと辿り着けません。タイミングが悪いと誰かが食事をしています（笑）ペット同伴の方へ夫婦＋愛犬で色々宿泊しましたが、こちらのホテルは満足度が高いです。豪雨の為利用出来ませんでしたが、中庭にはテーブルセットがあり散歩にも良さそうです。ホテル周辺は自然が豊かで、晴れていればもっと満足していたでしょう。,2020/10/19
