Unnamed: 0,口コミ,投稿日
1501,値段が安かったのでそう期待していませんでしたが、部屋も大きくて気配りも良くて、お風呂も大満足でした！！ご飯もおいしかったし、サイコーです。,2010/3/25
1502,母親と宿泊しました。お肉が食べられないと事前に連絡をしたところ、お肉を別の食材で変更して頂けました。サービスも良くて、とても美味しかったです。お風呂は別の棟に行かなければならなかったのですが、露天風呂も色々とあり、綺麗で、ゆっくり入ることが出来たので十分楽しめました。また次に箱根に行くときも泊まりたいと思います。,2010/3/24
1503,11人という大人数で２泊利用させていただきました。膝のわるいおばあちゃんがいたので入り口のすぐ近くのお部屋を用意していただきありがとうございました。湯の里へ行くにも近くて、温泉好きのおばあちゃんも喜んでおり何回も入っていました。湯の里は、温度もちょうど良く、屋天風呂がたくさんあったため、気持ちよかったです。お湯は、温泉特有の匂いはなくすっきりしたお湯でした。ただ、中と外をつないでいるドアがしっかりと閉まらず閉めても勝手にあいてしまうので、風が強い日はすきま風で寒いこともありました･･･部屋の方は、和洋室を利用しましたがとてもきれいでした。畳の新しい、いい匂いがしました！しかし、隣の部屋との壁が薄いのか朝、寝ていたところ隣の部屋の会話が筒向けでその声で目を覚ましました。前の日の夜は部屋で遊び騒いでいたので、うるさくて寝れなかったかな?と不安に思ってしまいました･･･。,2010/3/23
1504,フロントの対応が丁寧でした。予約確認した際に年寄りがいる事を話たら、エレベーターに近い部屋にしてくれました。風呂設備は湯の里が近くて良かったのですが、一旦外に出なければならないので翌朝が雨嵐だったため朝風呂は断然せざるを得ませんでした。ホテルおかだの大浴場はポイントが高いが箱根の森おかだから行くのには、かなり歩くので年寄りには辛いです。,2010/3/23
1505,部屋は広く清潔で綺麗。夕食は、可もなく不可もなく。朝食はパンも選べると良い。風呂は、隣の日帰り温泉よりホテルの施設の方が落ち着ける。ホテルと直接繋がっているとさらに良いかと。,2010/3/23
1506,わかっていたことではあるんですがやはりお風呂はすごく楽しめました。お部屋は綺麗ですしゆったりとくつろげるだけのスペースもあります。朝食はバイキング形式となっていました。ご飯だけでなくお粥もあり、朝あまりのどを通らないひとでもするすると食べることができると思います。夕食はボリュームもありおいしいです。お風呂が好きな人ならかなり楽しめると思いました。,2010/3/23
1507,予約の時点で、他のクチコミ投稿でお風呂の不便さが強調されていたので、躊躇していたのですが、お風呂が別の建物とはいえ、目と鼻の先にあり、真冬の寒い時期を除き、各種のお風呂を楽しむことができると思います。隣接の「ホテルおかだ」の宿泊客も多数入浴しておりましたが、ホテルよりも地の利は良いと感じました。夕食も、特別に舟盛りコースをお願いしましたが、おかずの量、質とも大変良かったです。　ただし、当館は布団敷きなどの接客サービスはありません。それがかえって、煩わしくなくて良かったです。,2010/3/23
1508,3月20日から一泊で行きました☆湯の里は目の前で旅館にお風呂が付いてなくても全く気になりませんでした！夕食も食べきれないほど多く、どれも本当においしかったです♪楽しく過ごすことが出来、またぜひ行きたいと思いました！,2010/3/22
1509,1泊宿泊させて頂きました。良かった→★記念日と言う事で眺めがいい部屋を希望した際に6畳の和室を予約しましたが眺めがいい10畳近い広い部屋に変更してくれました★夕飯は思った以上にﾎﾞﾘｭｰﾑがあり美味しかった。黒毛和牛も○!★ﾌﾛﾝﾄの対応が丁寧でした。★お風呂はすぐ隣の建物で空いていてゆっくりできた。悪かった点…×宿泊ﾌﾟﾗﾝが黒毛和牛付きを予約したのに夕飯には何の準備も出てくる気配すらなくｽﾀｯﾌに聞いてみるとﾋﾞｯｸﾘした様子で確認を…裏に戻ったのに何のﾌﾟﾗﾝですかと聞きに戻ってきた、気分も下がったしｽﾀｯﾌ達の連絡が行き届いてなく客に失礼だなと思った。味もいいのに評価おちますよね。×ｶｳﾝﾀｰに②人ｽﾀｯﾌが立っていたがｺｿｺｿとあからさまに私語が多いようでした目につきます。×部屋ﾍｱﾌﾞﾗｼがほしい。×洗面所に①枚でいいから手拭きﾀｵﾙが欲しい。,2010/3/21
1510,お風呂は広く、露天風呂も沢山あり大満足でした。部屋は壁が非常に薄く、隣の部屋の話し声が筒抜けでうるさかったです。安い宿なので、学生さんが多いようでした。,2010/3/20
1511,初めて箱根の森へ宿泊しました。本館より綺麗な感じがしました。次も箱根の森へ行きたいです。ご飯も美味しく大変満足でした。,2010/3/20
1512,夕飯がとてもおいしいのですが、特別プラン（蟹やステーキなど）をつけると量がとても多いです。特別プランの際の食事の量はもう少し少なくてもいいのになと思いました。,2010/3/19
1513,お値段１万以下２食付きなので、期待はしていなかったのですが、大満足できました(^^)箱根湯本駅から100円バスもあり、歩いても15分くらいの立地なので、車じゃない人にもお勧め★しかも、山の上の方にあるので、部屋は、静かで眺めもよく、癒しの旅にはﾋﾟｯﾀﾘ、外観も部屋もさほど古さはなく綺麗だし、ﾊﾞｽﾄｲﾚありです★もちろん露天風呂は種類もあり、星も綺麗にみえたし、お肌つるつる大満足♪お湯加減も、熱めとぬるめがあったので、調節しながら２時間以上浸かりっぱなしでした(笑)ただ、館内の中に温泉はなく、10ﾒｰﾄﾙ？ほど、一瞬外にでます！けど、10秒くらいだし湯冷めもしませんでした♪料理は種類が豊富で、味は普通でした(笑)、料理をﾒｲﾝに旅行の人には、不満かもしれませんが、私は満足でした(笑)ｻｰﾋﾞｽも、加湿器とﾄﾞﾗｲﾔｰを頼み、快く部屋にもってきてくれました★値段を考えると大満足です(^^),2010/3/19
1514,足腰が弱くなった父と旅行しました。なるべく歩かなくてすむような部屋を手配して下さり、メールもいたただきとても親切にしていただきました。「湯の里」はとてもきれいな温泉施設で、生花が至る所に生けられていることも、素敵でした。キャンペーンでとてもお安くて、気軽に気を張らずに、ちょっと息抜きに行くのにはとてもいいところだと思いました。ありがとうございました。,2010/3/19
1515,ご飯も思っていた以上にボリュームがあり、温泉もサウナまであって、すごく楽しかったです。特に朝ご飯は、本当はバイキングにしようか迷ったのですが、通常のコースでも思ってた以上に満足できました！魚の干物もついてたのが嬉しかったです。出来れば家族風呂にも入ってみたかったな（今回は予約が取れませんでした…。）今回は洋室だったので、次回は和室に泊まってみたいです。,2010/3/18
1516,星を眺めながらゆっくり温泉につかることができました。ご飯も値段の割りに種類が豊富で美味しくいただきました。でもお風呂の利用時間が６－９、11－23時だったのが残念でした。,2010/3/18
1517,和室を五名で使用しましたが、予想よりも部屋は広く十分くつろげました。ホテルの概観もかわいらしく好評です。またお風呂も湯の里を使わせてもらいましたが、地図で見ると離れているようですがほぼ隣接と言える距離です。お風呂の種類も多く、平日ということで人が少ないおかげでとても堪能できました！夜、星を眺めながら入る温泉はまた格別です！値段の割には良いところに泊まれたと思っています。ただ、周辺に娯楽施設がなく、ホテルおかだまで行くのが少々面倒です。そして夕飯無しなどプランなど、レストランに行かなくてはならないのに食事処があまり充実していません。目をつぶろうと思えば、つぶれる程度のものですが。,2010/3/18
1518,口コミを見て決めたので、特に気になる事はないだろうと思い、行きました。食事やお風呂はそれなりに良かったし、スタッフの方も親切で文句無しでしたが、とにかく部屋の壁が薄いようで、隣の部屋のテレビの音、話し声が鮮明に聞こえてきました。うるさいとゆうより会話が聞こえているのかと、彼と２人で怖くなりました。,2010/3/17
1519,高校時代の友人達と大部屋に宿泊しました。個室の玄関も広く、別館までスリッパで移動可能ということもあり過ごし易かったです。温泉も種類があり、楽しむことが出来ました。一つ残念だったのは、駅へのバスに乗車する人数に無理が(荷物が場所を取ることが考慮されていない)あったように思います。100円と言えどバス代を支払っている以上、多少融通を効かせて頂きたかったです。,2010/3/17
1520, 若い人には良いのではないかと思います。朝食付きのプランで利用しましたが、本館までの階段、坂道が年配の人には辛い物だと思います。本館からお風呂に入る人もいると考えると、何か一つ工夫があればと思いいます。また、夜のお風呂が暗くて良くお風呂の中が見えにくい。手すり等はありますが、岩風呂であるためどこまで段があるか良く分からない、あまり電気をつけるのも良くないかもしれませんが、何か考慮できるのではないでしょうか。私は、ジャグジーのお風呂に入るとき、踵をすってしまいました。少しひりひりした程度ですが、年配の方には危ないのではないでしょうか。,2010/3/17
1521,お風呂最高でした！今までばたばたしてたのでのんびり、まったりできとても満足です。 ご飯も美味しかった！彼女も満足してくれました！,2010/3/16
1522,初めて宿泊させていただきました☆箱根でこの値段の安さに惹かれました。部屋は綺麗で二人で泊まるなら広さは妥当だと思います。お風呂は大満足です♪料理に関しては、値段が安いので仕方ないと思いますが、少し物足りなかったです。朝食はバイキングだと当日知りました。どこかに書いてあったかなぁ…？品数ももう少しあると嬉しかったです。食後のコーヒーもあると嬉しい。接客は…  食事会場の係りの方はもう少し愛想よくしたり私語を謹んだ方が良いかと思います。安っぽい感じを受けました。全体的には値段が安かったので満足しています。,2010/3/16
1523,３月の土曜日ということでお値段は高め・・ですが、満足することが出来ました。隣接した湯の里の露天風呂は広く、ぬるめの湯もあり充実していました。しかし屋根がないため、雨だったのでゆっくり入ることは出来ませんでした・・しかしホテルおかだの大浴場の露天は屋根があったため、ゆっくり入れました。ホテルのほうが露天はちょっと狭いですが、内湯は広かったです。２度目の利用でしたが、また機会があれば泊まりたいと思います。,2010/3/14
1524,初めて利用させていただきましたが、お部屋にてんとう虫何回も出て不快がありました。料理については夜タラバ、ズワイ蟹鍋コースで、美味しくいただきました。朝はちょっと品数が少なく、あまり美味しくなかったです。でも総合的に楽しめたので良かったです。,2010/3/14
1525,いつも利用させて頂いてます。お風呂も食事も最高です。また利用させてもらいます。,2010/3/13
1526,親を連れて家族で宿泊したのですが、年配の方は隣接されている「おかだホテル」の方が落ち着いてるかもしれません。こちらに来ているお客さんは若い方が多いようでした。お風呂は両方のホテルが使えるのでＯＫです。とても楽しめました。,2010/3/13
1527,湯の里が思っていたより近く、雪が降っていたので通路に屋根があり助かりました。,2010/3/12
1528,お風呂の種類沢山ですごく満喫できました！４人で泊まりましたが部屋もきれいだったし、部屋からの眺めが最高でした！また行きたいです☆,2010/3/12
1529,2泊3日で利用させていただきました。今回の旅行はお風呂が大目的で部屋でのんびりゆったりと決めておりましたので、とってものんびりと過ごすことができました。隣接されている『湯の里おかだ』は最高でした♪何度も何度も入りに行きましたし本館の足湯がこれまた格別♪こんなに、まったりと過ごしたのは本当に久しぶりでとっても満足致しました。減点は、本館にて朝食バイキング付きのプランだったんですが、ポテトが固くて食べにくかったのと、あの広さに対してトースターが1つしか無いってのは減点です。トースター待ちが長かったです。あと欲しいパンが無くなってたので補充をお願いしたんですが、返事だけで出てくることは無かったのは残念でした。湯の里おかだのお食事処はとっても美味しく大変満足致しました。食事をつらつらと書きましたが、本来の目的は温泉だったので大満足とさせていただきます！！お世話になりました。,2010/3/10
1530,ご飯は朝も夜もおいしかったです！でも朝ご飯は種類が少ないです。部屋も湯の里もきれいでした(^O^)旅行前に観光のパンフレットをたくさん郵送してくれてすごい助かりました！,2010/3/10
1531,私達は１１ヵ月の子ども連れでしたが、離乳食を温めてくれたり、お茶をこぼしても嫌な顔一つせず対応してくれました。他にもいろいろとしていただき、とても嬉しかったです。部屋も広くて良かったです。,2010/3/10
1532,ご飯がとってもおいしかったです。部屋もきれいで、５人で泊まったんですが、みんなで寝れる部屋でよかったです。お風呂が遠いと聞いていたんですが、ほんとに泊まる旅館の目の前に温泉施設があったので、全然気になりませんでした。また泊まりたいと思います。,2010/3/10
1533,We enjoyed good onsen and nihon-ryori for resonable price.満足しました。,2010/3/10
1534,風呂が、いっぱいで最高によかったです。食事も、食べきれない程で美味しくてよかったです。また、行きたいです。,2010/3/8
1535,２歳の孫も一緒でしたが、幼児用の浴衣も貸してくれて、孫も大変喜んでいました。夕食は舟盛りを注文してありましたが、それがないとちょっと品数が少なかったかもしれません・・。朝食は和食のみのバイキングですが、飲み物（ジュースやコーヒー）もバイキングに加えて欲しいです。別館の湯の里は露天は良いですが、内湯は狭くて暗くて入りたくない感じです。また、休憩所には水やお茶のサービスがあっても良いのではないでしょうか？当日は雨だったので、ホテルおかだの内風呂を利用しようかと思いましたが、行くには外に出てから急な長い階段（または急な坂道）を上り下りするしかなく、膝が痛い私にはきつくて無理でした。高齢者にも辛いと思うので、なんとか改善して頂きたいです。部屋は広く綺麗で申し分ないのですが、時計がないので少し不便でした。,2010/3/8
1536,お料理もお風呂も本当に良かったです。夕食はお刺身に焼き魚・お肉料理があり、始めは友人がお刺身が苦手だったので、ブュッフェスタイルのホテルにしようと思っていたのですが、ブュッフェじゃなくても品数も量も満足いくものでした。お風呂も露天が何種類もあり、夜の露天風呂は本当に最高でした。梅の花が露天風呂に舞い散っており、とても風情がありよかったです。桜の季節は夜空と共にもっといいんだろうなぁ〜と思いました。接客・サービスに関しては、良かったのですが、フロントが狭いので、チェックイン・チェックアウトの際に並んでしまい、ゴタゴタしていた所が少しもったいない気がしました。特に雨が降って寒い日だったので、その際の対応をもっと考えていただければ評価５でした。,2010/3/8
1537,夜ご飯がとってもおいしかったです♪お部屋も大部屋でしたし６人での宿泊でしたがまったりゆったりできました(*^o^*)ありがとうございました！,2010/3/8
1539,２泊の予定でしたが急遽１泊に変更しざるを得なくなったにも関わらずフロントの方が嫌な顔ひとつせず快く対応して頂き私たちも気持ちが楽になりステキな旅の思い出になりました。部屋も御飯もお風呂も接客も素晴らしかったです。また利用させて頂きます。母もまた来たいと言っていました。本当にありがとうございました。,2010/3/6
1540,お風呂は広いし露天風呂も種類も何個かありよかったです☆お部屋も普通でした。ただご飯がちょっと残念な感じでした…。夕飯わ私的にあまり好きな料理でわなかったので残念でした。朝わお魚もおいしかったし、好きなのを好きなだけ選べる感じでとてもよく満足でした☆,2010/3/6
1542,温泉が本格的でよかったです。部屋も居心地がよかったです。朝食もおいしかったのですが、バリエーションがもっとあったほうがいいと思います。,2010/3/5
1543,横浜から湯本ですがおかだへは、私の父も私も何十回も利用しており、温泉は言わん事なく接客応対も流石でまた来月行きます。私が小田原駅でホテルおかだの売店の袋持ってたら、呼び込みの方が寄って来られ挨拶もして頂き、申し分ございません。,2010/3/4
1544,当日は曇りで星空を満喫とまではいきませんでしたが、なかなか満足出来ました。,2010/3/4
1545,安かったのに広い清潔感のあるお部屋で楽しく過ごせてとてもよかったです。ただフロントの女性の方が笑顔も元気もなく、朝から不愉快な気持ちになりました。コストパフォーマンスはよいので接客がよくなることを願います。,2010/3/4
1546,男性６名での利用でしたが、部屋はとても広く、ゆったり過ごすことができました。お風呂は様々なものを楽しめるようになっていて、期待通りのものだったと思います。夕食も期待以上のもので、朝食に関してはバイキングのような形式で種類が少ないという声がありましたが、個人的にはちょうどよかったと思います。機会があったらまた利用したいです。,2010/3/3
1547,大変お世話になりました。夕食は男性でも満足する量だと思う。とてもおいしくいただきました。お風呂に関して、湯の里おかだは、徒歩数秒。露天風呂はいくつかに分けられており、広々としたサウナもあった。ホテルおかだは、徒歩30秒ほどだが、坂があるため年配の方は少し大変かといった印象。浴場とは別のフロアに足湯もある。朝食は、お魚は共通で、後はバイキング形式。和食中心で、お粥もあった。歯ブラシが普通〜柔らかめで、個人的にとてもうれしかった。総合して、値段以上のサービスと感じた。大きなマイナス面は見当たらない。改善点を挙げるなら・お部屋のうがいのコップを2つにしてほしい。・ホテルおかだにあるシャワーキャップの位置を考えてほしい（洗面台の端っこにあっても、それに気づくのはお風呂からあがってからではないか）。ぐらい。とてもよかったので、ぜひまた利用したい。,2010/3/2
1548,小さな子供を連れて行ったのですが、子供のことを気にかけて下さりとても親切にして頂きました。,2010/3/1
1549,価格の割に満足しました。特に温泉と夕食に満足。湯本の一番奥だが静かでよかった。おかだの温泉も利用できよかった。また、機会あれば行きたい。同行者も満足でした。,2010/3/1
1550,和室を利用しましたが、清潔感があり、広さも十分で設備も満足できました。お風呂に関しては広く多くの種類がありましたが、温泉というよりはスーパー銭湯といった感じで雰囲気はイマイチ。ただ、広いので大人数でも窮屈さは無く、ノンビリできると思います。場所に関しても建物外にありますが、徒歩３０秒程度なので気にする必要はないでしょう。朝食は、魚が冷たいとの口コミが多数あったので気になっていましたが、確かに焼き立てでは無いですが、冷たくもなく、許容範囲だと思います。一番のネックは場所でしょうか。送迎バス下車から受け付けまでは、かなり距離がありますので、年輩の方や足腰が弱い方は苦労すると思います。全体評価としては、値段相応といった感じで満足できました。,2010/2/28
1551,素泊まりだったので、ご飯などのことは分かりませんが、部屋はすごく広々としていて、ゆったり出来ましたし、お風呂もとても良かったです。こんなに空が開けている露天風呂に入ったのは初めてで、すごく感動しました。,2010/2/28
1552,宿へのアクセスも楽でホテルもこじんまりとしていてのんびりできました。隣接施設の温泉も広々していて朝と夜では趣も全くちがくて満喫できました。また暖かい季節にも行ってみたいです。,2010/2/28
1553,食事が美味しかったです。お風呂もキレイで気持ちがよかったです。,2010/2/27
1554,みなさんの評価を参考にホテル選びをさせていただき、温泉は期待通りよかったです！ある意味あまり期待していなかった食事（特に朝食）も、夕食・朝食共に、味もボリュームもよかったです。還暦を迎えた両親と、（温泉初挑戦の）中国人の嫁さんを連れて行きましたが、みんな満足してました！！行く時の坂がだいぶ急な上り坂で、ちょっとびっくり出したが、静かな環境もよかったです！また家族でゆっくりしに行きたいと思います！！,2010/2/26
1555,浴場が別棟なのと食事室（レストラン）が遠いので高齢者の利用には不向きだと思いました。食事も温かいものが少なく焼き魚などほとんどの人が手をつけなかったり残していたようです。立派な施設なのに惜しいと思います。,2010/2/25
1557,２月２１日に１泊旅行で行きました。写真に掲載されていたとおり、お風呂は露天風呂が良い感じでした。風呂の種類もいくつかあり、楽しめたのですが、ホテル自体にお風呂が無い為、浴衣姿で一度建物の外に出て移動しないといけなのが、この季節はちょっと厳しかったです。ご飯はボリュームも味も良かったですが、食堂に移動すると、既にテーブルの上に料理が並べてあり、冷めてはいないのですが、デザートのプチケーキが乾燥で少しパサパサしていたのと、朝食のアジの開きも焼きたてでは無かったのが残念でした。全体的には良かったと思いました。,2010/2/24
1558,受付がバスを降りてから、かなり遠い事にびっくりしました 外を出て歩くので夜は足元が怖かったです。お風呂も一度外に出るので 湯冷めしてしまいます。寒いのを考えて一度しかお風呂に行かなかったです。お風呂は綺麗でとても良かったです。食事は美味しかったですが 夕食時に対応があまり良くなかったです。女の人が元気がなく嫌々て感じで、食べ物に毛がついてたのを交換してもらいましたが他の男の方も謝りもなく何か気分が悪かったです。受付の方の対応は良かったと思いました。,2010/2/23
1559,湯本駅からは少し遠いですが、散歩がてら歩いていきました。ちょっとした運動にはちょうどよい距離でした。隣接するお風呂は申し分ないくらいステキでした。お部屋はタバコの匂いが少し気になりました。お風呂に惹かれて、また行きたいと思います。,2010/2/21
1561,「ホテル岡田」を通過して外に出て屋根のないところを通って「箱根の森おかだ」に行く必要があり、案内が分かりづらく寒い中を探す形になってしまいました。お風呂も部屋のある建物の中にはないので「ホテル岡田」か隣の建物「湯の里おかだ」まで外を通って行く必要があり寒かったです。また脱衣所も寒かったです。食事に関しては、ご飯はおいしかったですが、朝も夜も魚が焼きたてでなく冷たくて残念でした。部屋は狭く、元々禁煙室がないことを承知でしたが、向かいの部屋の喫煙の臭いがたまらなかったです。空調の音と何も入っていない冷蔵庫の音がうるさくて寝づらかったです。2日目の朝、雪でＴＶが映らなくなってしまった時に地デジ対応のＴＶを運んでくれて嬉しかったです。（徐々にＴＶを交換しているとのことでした）事前に案内状を送付してくださったり、接客や対応はよかっただけに残念です。安いプランだったので納得です。,2010/2/19
1562,初めての宿泊でした。スタッフの方々の接客も良く、部屋は清潔感があり、温泉も種類があって良かったです。距離は無いのですが、一度外に出て温泉へ行くのでこの時期はキツいです。後、朝食の種類がもう少し多かったら…と思いましたが、値段の割にトータル的に満足できました。,2010/2/18
1564,今回は素泊まりで泊まりました。貸し切り風呂が予約がいっぱいで入れなかったのが残念でした。お風呂は広くて良かったです。宿泊料もリーズナブルで満足でした！,2010/2/16
1565,都心からも近いですし、安いので気軽に来られました。湯の里の温泉はすばらしかったです。幻想的な照明がとくによかったです。小雪が降って寒かったので、温泉に浸かった瞬間に思わず「幸せ～♪」と言ってしまいました。朝風呂も、だんだん明るくなる中で、目覚めたばかりの空気と心から温まる温泉の組み合わせは最高でした。残念なのはお料理。このお値段なら妥当なのかもしれませんが、席に着くと全ての料理が出ていて、冷めた焼き魚はとても食べられませんでした。味は悪くないと思うのですが。,2010/2/16
1566,とにかくお風呂がよかったです。宿泊部屋からは離れていましたが、露天風呂の数も多くて、温度もちょうどよかったです。その日は雪が降っていて、雪見風呂でした！部屋も和洋室というだけあって、ベッドも布団もあって広かったです。,2010/2/15
1567,急のお泊りだったので、飛込みだったのですが、よくも悪くも普通でした。でも箱根の温泉に泊まるからには源泉かけ流しを期待していたのですが、なんというか、スーパー銭湯のようで、わざわざ箱根じゃなくても。。。って思っちゃいました。夕食、朝ごはんは冷め切っていました。近所の食堂のほうがよっぽどおいしいものを出してくれる気がします。ただ、接客態度はとってもよかったし、部屋も清潔感があり、悪くなかったのでどこに価値を置くかだと思います。,2010/2/14
1568,久しぶりに箱根に行きましたが、「おかだ」で泊まってとってもよかったと思います。露天風呂もすっごく気に入りました。食事もおいしくて、接客もよかったのですが、周りの人々がちょっとうるさくて「満足」にしました。全体的にとても満足！！でした。ありがとうございました♪,2010/2/13
1569,箱根湯本の奥まったところにあり、静かに過ごすことができました。大学院時代の仲良し会の宿泊で利用させてもらいましたが、家族での宿泊も十分で、良かったです。こじんまりして、アットホームな雰囲気で過ごしたかったら、お薦めです。温泉は別館になりましたが、目と鼻の先立ったので、苦になりませんでした。一般の人が日帰り湯としても使っているようなので、一般客の人が多いと、お風呂が混雑するのかなと思いました。お風呂は露天が広々として、気持ちが良かったです。ありがとうございました。,2010/2/13
1570,彼女の誕生日に利用させていただきました。口コミではお風呂までの距離が気になると書かれていましたが、私は全く気になりませんでした。むしろ、大きいホテルに泊まって部屋からお風呂まで歩くことを考えたら近いのではないかと感じました。露天風呂も種類が豊富で大満足でした。何より星空が綺麗に見えて最高でした。和洋室を利用したのですが広くて清潔感があり、食事も大変美味しくて男性でも十分な量があって良かったです。大満足な旅になりました。また利用させていただきます。ありがとうございました。,2010/2/12
1571,お風呂が広くて、とても良かったです♪ 外観は寂れていて、室内も少しカビ臭かったのですが、楽しく過ごさせて頂けました。 ご飯も、朝夕ともに調度良い量でした。,2010/2/11
1572,部屋は洋室で、ホテルの人の出入りも無いし、お風呂もすごく良かったけど、併設している施設に行くのがちょっとめんどくさいかな…でも野天風呂はサイコーだった。夕食は満足感たっぷりだったけど、朝食はもう少し選べる種類が欲しかったかなぁ～って感じです。でもこの金額なら十分でした。,2010/2/11
1574,今回初めて利用させて頂きました。お部屋は和洋室で予約しました。お部屋に入ると畳のにおいがして、清潔感のある良いお部屋でした。お風呂は一度外に出なきゃいけないのが面倒でしたが、露天風呂が充実していて、大変満足しました。夕食は、リーズナブルな宿泊料金のわりに品数も味も十分満足出来るものでした。又、母が肉・刺身が食べられず、他の物に替えて頂き、ありがとうございました。私は23年間ホテル勤務をしているので、ついついサービスマンの質を見てしまいます。こちらはホテルというよりペンション形式だからなのでしょうか、人員の問題なのでしょうか、フロントが融通がきかないという印象を受けました。地下レストランの方々は大変感じが良く落ち着いて食事をすることが出来ました。ありがとうございました。,2010/2/8
1575,ツインのへやでしたが、なかなかの広さがあり快適でした。温泉は良かったです。露天ふろじゃなく野天風呂という名でした。夜の野天風呂は格別でした。また行きたいところの一つになりました。,2010/2/7
1576,今回、箱根の森おかだへは7回目の宿泊となりましたが相変わらず、最高な温泉の湯の郷でした。小田原に行き付けのダイニングバーがある為、おかだの豪華なお食事あると存じてますが素泊まりプランでした。とても思い出深く最高な旅になりました。直ぐにまた行きます。,2010/2/6
1577,母と久しぶりの温泉旅行は最高でした。３階の和洋室からの素晴らしい景観、露天風呂はいいお湯かげん最高でした。前日に降っていた雪は翌朝には、白く化粧されておりこれまた感動しました。今回は部屋も広くお風呂も良く、大変満足しました。有難う御座いました。,2010/2/3
1578,駅から少し遠かったけど、なかなか良い環境でした。部屋も広く、3人で快適に過ごせました。料理もおいしく、量も適切でした。お風呂が行きにくいのが多少難ですが。,2010/2/1
1579,14人で朝食付きのプランで宿泊させていただきました。部屋もお風呂も大きくて、大満足です。是非、また利用したいと思います。,2010/2/1
1580,駅から徒歩20分とのことだが、途中で急な坂があるのでバスorタクシーを使うことをお勧め。車だと結構迷うと思う。隣接の温泉施設は大きくて綺麗だが、時間帯によって混雑するのでタイミングが重要。夜の終了間際が人も少なくて星空も綺麗でだった。部屋は綺麗で清潔。部屋に着いたときに、畳の香りがしたのが印象的。料理については個人差があると思うが、美味しいと思う。夕食のご飯や味噌汁がおかわり自由だったので満腹。コチラの要望に臨機応変に対応してくれるので、とりあえず要望を伝えてみるのがいいかも。仲間もみんな満足していたが、大部屋の割に冷蔵庫が小さいので大きくした方がいい。立派な温泉なので夜中も入れるようにしてほしい。総合的に、綺麗で料金は格安、大人数で泊まれるのでお勧め。カップルも何組かいたが、友達同士や仲間内で行くなら最高だと思う。,2010/2/1
1581,先日はありがとうございました。２回目の宿泊でしたが、相変わらず露天風呂がすごく気持ち良くって、２時間も浸かってました。また利用したいです。,2010/2/1
1582,お部屋はツインで一階でお世話になりました。清潔感があり泊まってとても気持ちが良かったです！食事も多すぎず、少なからずで丁度良かったです。,2010/1/30
1583,和洋室のお部屋を用意してくださり、驚きました！部屋に入った瞬間にテンションが上がり友人とはしゃいでしまいました。^^ありがとうございました！とても嬉しかったです。ペンションを利用させていただいたのですが、お風呂はホテルのお風呂も使え、大満足でした。クチコミでお風呂が遠いと書かれていましたがペンションからは近いし、とても使い勝手が良かったです。蟹鍋のお夕飯で予約したのですが、蟹は食べきれないほど沢山で、他のおかずもとてもおいしかったです。また機会があったら利用させていただきたいと思います。,2010/1/30
1584,泊まったホテルにはお風呂がなかったのが残念でしたが、併設されているホテルおかだのお風呂が最高によかったです。そして日帰り温泉のほうも夜と朝と両方利用でき、大変満足しました。コスパ、すごくいいと思います。金曜に会社帰りにさくっと行けて、土曜日ゆっくりして、日曜日はうちでのんびりと大変癒されました。今度はぜひ、ホテルおかだを利用しようと思います。,2010/1/26
1585,部屋は畳の良いにおいがしてとても良かったし、料理も満足、風呂も色々な種類があり、孫がとっても喜びました。注文をつけると、足湯にタオルがあったほうが良かったのと、終了時間を把握していなかったのも悪かったが、9:00終了を知らせてくれる接客対応が今一だった。,2010/1/25
1586,露天風呂がたくさんあり、大変よかったです。朝ご飯もとてもおいしかったです。宿泊料金もリーズナブルでした。ぜひまた利用したいです。,2010/1/23
1587,広い部屋でくつろげるのがよかった。お風呂まで少し歩くが、慣れれば気にならない。,2010/1/22
1588,夫婦で初めての箱根旅行で使用させて頂きました。正直、お値段が安いのでお部屋に関してはあまり期待していなかったのですが、おもいのほか広くくつろぎ満足しました。食事に関してはすこし冷たかったのが残念でした。ただ美味しかったです。お風呂がライトアップされて本当に気持ち良く綺麗ですっかり癒されました。脱衣所にコットンをおいて頂けるともっと嬉しかったです。,2010/1/20
1589,【良かった点】・和室はきれいに清掃が行き届いていた。・その部屋からの眺めはGOOD。・湯の里は期待した通り。【良くなかった点】・朝食のバイキングは寂しい品数。・夕食はこの値段相応かも？？　これ！といったものが無かった。・湯の里が23時で終了、特に翌朝の9時終了では朝ゆっくりできない。・湯の里のジャグジー風呂で塩素（消毒？）の臭いがきつかった。　せっかく温泉に来たのに硫黄でなく塩素とは…総じて値段相応かも知れません。,2010/1/19
1590,施設全体的にしっかり掃除が行き渡り、気持ちよく宿泊できました。夕食の蟹鍋も、とても美味しかったです。今回で二回目の宿泊になりますが、箱根に行く時は、またお世話になりたいと思います。,2010/1/19
1591,バスを降りてからフロントまで少し歩きますが、とても静かでなんといってもお風呂がイイ！内風呂含めて5種類くらいあり、サウナもあります！星がすごくきれいで2時間くらい入っていました。食事の量もちょうどで、フロントの女性の方には箱根神社までの道を丁寧に教えていただきました！また行きたいです♪,2010/1/18
